ID_DN,CITY,ENT_TYPE,AGE,LEGAL_GENDER,CAPITAL_AMOUNT,TOTAL_OF_LABORS,MA_NGANH,TienTT_2015,ThuNH_2015,HangTon_2015,TSCoDinh_2015,NoNgan_2015,NoDai_2015,VonCSH_2015,DTThuan_2015,GiaVon_2015,DThuTC_2015,LNThuan_2015,TongLN_2015,LNsauthue_2015,TienTT_2016,ThuNH_2016,HangTon_2016,TSCoDinh_2016,NoNgan_2016,NoDai_2016,VonCSH_2016,DTThuan_2016,GiaVon_2016,DThuTC_2016,LNThuan_2016,TongLN_2016,LNsauthue_2016,TienTT_2017,ThuNH_2017,HangTon_2017,TSCoDinh_2017,NoNgan_2017,NoDai_2017,VonCSH_2017,DTThuan_2017,GiaVon_2017,DThuTC_2017,LNThuan_2017,TongLN_2017,LNsauthue_2017,TienTT_2018,ThuNH_2018,HangTon_2018,TSCoDinh_2018,NoNgan_2018,NoDai_2018,VonCSH_2018,DTThuan_2018,GiaVon_2018,DThuTC_2018,LNThuan_2018,TongLN_2018,LNsauthue_2018,Status
TER2323,0.634625,LLC2,3.871232877,Female,400000000,4,46,357145400,1,1,35373500,1,1,396284000,1,1,1,-3716000,-3716000,-3716000,315899200,1,1,73373500,1,1,392691100,4167100,3688000,9200,-3592800,-3592800,-3592800,246048882,1,1,1,1,1,400000000,19746240,8159500,1,11586740,11586740,1,341028377,1,1,1,4905761,1,374244216,42843401,34303948,5400,-3230883,-3230883,-3230883,TER
TER0014,0.634625,LLC1,4.394520548,Male,600000000,9,16,622572600,1,27027200,1,32026800,1,618058300,1680252700,1625988700,444900,22572900,22572900,18058300,729867700,64300,5095200,1,13700500,1,721861300,2568709000,2382751600,516800,129753600,129753600,103802900,716761949,64317,1,1,1,1,724661012,591520960,558736611,107235,3499584,3499584,2799667,714826266,1,1,1,1,1,722661012,1,1,1,-2000000,-2000000,-2000000,TER
ACT1897,0.634625,LLC1,4.523287671,Male,1000000000,9,46,183900700,377200000,1,39130900,297134600,1,303096900,603727200,520031800,1,3871200,3871200,3096900,290223100,1,5122200,34239600,24194600,1,305390200,1837800900,1452201500,1,2866600,2866600,2293300,364386351,1,1149742252,94802876,1290519829,1,318411650,4517931727,3786990538,1,16276718,16276718,13021375,1075225393,2570418802,1011721765,25221805,3629662052,1,1071334717,11558360909,10476682113,302677,91159603,73952974,55721054,ACT
TER2433,0.634625,LLC1,4.126027397,Male,1990000000,9,47,1987480400,1,1,1,1,1,1987664000,1,1,1,-2336000,-2336000,-2336000,1984005400,1,1,1,1,1,1984414000,1,1,1,-3250000,-3250000,-3250000,1960269500,1,20477501,1,1,1,1983131590,70899099,70181509,1,-1282410,-1282410,-1282410,1983850075,1,1,1,79497,1,1983770578,109999909,108986782,1,-986873,-986873,-986873,TER
TER0897,0.603025,LLC1,26.44383562,Female,438057280,10,35,320378400,1,14073800,3303977200,2000000000,862000000,2168251100,3322936000,2928823400,1,220881500,220881500,176705200,427018300,1,9380300,6583601500,5500000000,374000000,2205606200,4849235000,4312129600,1,59257700,59257700,47406200,317355940,1,9272353,7352895609,6286000000,1,2348534857,5916140000,5338402965,1,147660755,178660755,142928604,883182372,1,7600965,7823264314,7680000000,1,2532695497,6679860000,6068229601,1,230200800,230200800,184160640,TER
ACT1201,0.603025,LLC2,20.03835616,Male,1900000000,15,10,151060700,800,27704200,3233918500,433000000,1,3046294900,1978480000,1815891400,1,77088500,77088500,61670800,72168500,1,6600000,2943560800,1,1,3081517000,2765735000,2569602400,1,105207300,105207300,84165900,357829160,164850000,13800000,2419069990,8901886,1,3167597578,3064915000,2844481775,1,133248195,133248195,106598556,1178646410,1,1,1,19714921,1,3373779510,4729500000,4284064727,1,257686546,257686546,206149114,ACT
TER2393,0.603025,LLC2,19.54794521,Female,1070000000,6,46,153389200,1159815400,6860296900,3953069000,8441980000,1,3864414500,45006480100,43387972700,1,537696700,511643500,393350300,83431700,1093034400,8614995300,3164187600,8805284000,1,4215489600,47398083500,45983536100,1,406639800,384130800,302802800,45517744,9945086,8913263870,2506923653,7010645199,1,4466505154,21657488185,20692756238,1,328541918,319451206,251015549,1359085076,236753701,1,245488825,405082459,1,1540063325,8188162277,9333258476,1,-1687983591,-1448598522,-1448598522,TER
TER2270,0.603025,SC,21.57260274,Male,2720000000,16,8,852197700,1,1,2256127300,729417300,1,5780003800,7322701200,3100431200,101818900,2202489600,2202489600,1668654800,273337500,48951000,1,4272800200,618426900,1,5324910100,5486800900,2458524100,5018900,1062295400,1116840900,859706200,629903365,1678520000,1,2179123663,1502391826,1,5858503981,6710086362,1710956180,43196392,2516050958,2608992291,2053593833,395347116,1276670000,1,1922898319,2548971051,1,5390143227,7376700000,1115191672,97475164,3851111303,3851111303,3047289242,TER
TER0711,0.603025,LLC2,14.59726027,Female,600000000,9,71,34137900,17000000,115934500,32636900,-7957700,1,208300500,1,1,76500,-41885400,-41886100,-41886100,67507100,1,109526300,32636900,1,1,218322400,6358100,6358100,103000,-39978100,-39978100,-39978100,62004601,7989847,109087247,32636998,1,1,211718693,7216364,402097,65154,-6603748,-6603748,-6603748,61783411,7989847,109087247,32636998,1,1,211521503,1,1,42810,-197190,-197190,-197190,TER
TER1347,0.603025,LLC2,12.52054795,Female,1000000000,9,46,14921211800,1,2292676300,669990000,15560738400,1,2673132300,55110489500,54621460100,1,17818400,742494700,579145800,13700333100,1,1127787900,1091686900,13349596400,1,2818522700,59769617900,59093960800,1,45850300,198303100,145390300,2313296920,1,1169595282,1103096061,1941512048,1,2904200437,73614400793,72690841600,1,292519645,162363481,85677734,3669873833,1,1037089549,1053823334,2725848583,1,3292422170,83532555488,82664819638,92466,189998250,495675826,388221733,TER
TER0003,0.603025,LLC2,11.03287671,Female,1500000000,10,46,204260800,60927200,1050910500,749521300,866805500,1,1211673300,8395231200,8063276100,1,6490800,6968000,5574400,120410400,1,1152040000,729901300,866753400,1,1218642300,7789224600,7413696800,1,8711200,8711200,6969000,136307455,4872273,1149473896,710281352,867084398,1,1194777851,5789474127,5548760472,1,15820455,25638637,20510910,130120186,10872273,1090545420,690661352,866925608,1,1116200896,4676521491,4572458914,1,-139154227,-78576955,-78576955,TER
TER1923,0.603025,LLC1,10.07123288,Male,1500000000,5,46,437278000,803270800,122142200,146931800,547629000,1,1005158700,2791980500,2501066600,14545900,-34453900,-34453900,-34453900,172740700,508808500,101021000,131931800,185128300,1,757157200,1822219800,1617146700,11993100,-48001400,-48001400,-48001400,264294673,751622001,30434265,116931818,499483250,1,764623713,1596017200,1345887269,13027005,29151524,29151524,23321219,339566831,476546501,1,1,247174250,1,662256459,33682000,27013809,3797637,-27243981,-94971254,-94971254,TER
TER1158,0.603025,LLC1,10.31506849,Female,2000000000,8,46,28373800,2728299000,439189700,37777700,502051800,1,2731588600,3118770000,2902343600,1,86884500,86884500,69507600,42074700,4472650800,255654400,37777700,2066372000,1,2741785800,4698933500,4559399800,1,12833600,12833600,10266800,1083787385,3247715134,319202372,37777783,1941383310,1,2747159053,772318183,644926295,52921,6716555,6716555,5373244,483378125,2229330001,1,1,1,1,2712708126,635479089,587260554,36051,3318654,-14459129,-14459129,TER
ACT2435,0.603025,LLC2,10.18082192,Male,6000000000,4,45,1,1,1,1,1,1,1,829070100,779325900,1,5038200,5038200,5038200,1,1,1,1,1,1,1,1023264200,926472200,1,9521900,9521900,9521900,387980000,23500000,280000000,2338250000,1,1,3036280183,946194746,889423061,1,-3499165,-3499165,-3499165,210044494,16750000,78780000,2002558750,36000000,1,2272133244,813759366,764676366,1,-1377000,-1377000,-1377000,ACT
ACT2294,0.603025,LLC2,10.1369863,Male,180000000,6,74,2808233100,1,637812300,1,784105300,1,2661940100,2493668000,1204957900,1484600,767763400,767763400,729295000,3043740400,1,531369700,1,258015600,1,3317094500,3014152100,1220004000,1362400,967613900,967613900,838963500,3468231004,231126900,194634832,1,173613173,1,3720379563,3205870504,1722248654,589546,483161194,483161194,404166984,4011997824,1,67498506,1,144707992,1,3935931823,1866971636,694150012,399094,251885280,251885280,215737260,ACT
TER1135,0.603025,LLC2,9.323287671,Male,500000000,10,47,398710800,1,1,1,1,1,408661400,74200000,67620100,1,-13121700,-13121700,-13121700,152840400,1,237162700,1,1,1,407221200,22600000,17667000,1,-1440100,-1440100,-1440100,125835425,721608,252837716,1,1,1,408827461,397000000,329679972,1,1606177,1606177,1606177,374642912,721608,1,1,1,1,385476637,339500000,296646806,1,-23350824,-23350824,-23350824,TER
TER1826,0.603025,LLC2,9.35890411,Female,40000000,3,69,899900,1,1,1,175740900,1,-174841000,40363600,1,1,-43769200,-43769200,-43769200,3268000,1,1,1,226778800,1,-223510700,40363600,1,1,-48669600,-48669600,-48669600,7969359,1,1,1,1,1,40000000,33545454,1,1,33545454,33545454,1,932419,1,1,1,1,1,40000000,21272730,1,1,21272730,21272730,1,TER
TER0893,0.603025,LLC2,8.671232877,Male,1800000000,5,46,1,1,1,2020653000,1000000000,800000000,919402900,15126742000,14415859800,5269300,-71245600,-181809500,-181809500,755163500,1,443245400,1792471100,1142269000,800000000,1054611100,12358094500,11706629800,2801000,135208200,135208200,135208200,893584366,1,1,1564289373,1,1,1800000000,10829952500,10517370215,1,312582285,490201446,1,357916656,1,1,1,1,1,1799929669,5696710000,5620896631,1,75813369,39056093,1,TER
TER1084,0.603025,LLC2,8.452054795,Female,1900000000,7,49,1372000900,1,10520600,548001200,763200,1,1929759500,71988100,39103300,10700,3277600,3277600,3277600,1390508100,1,5081800,540100600,1401700,1,1934288800,61990900,37282800,8700,5661700,5661700,4529400,1472117844,1,1,490426330,7427824,1,1955116350,172491816,129286877,5400,26034339,26034339,20827471,1468997774,1,1,487419670,1,1,1956417444,22400000,14241933,1300,1626367,1626367,1301094,TER
ACT2727,0.603025,LLC2,9.221917808,Male,3000000000,20,46,520368500,4682085500,4867073800,1,8514372400,1,1901039200,8565623300,7343369100,1063600,61789700,61789700,49431700,1254549300,1562631300,7110770400,779646700,8931137700,1,1931728400,4877418900,3100000000,4323300,38361500,38361500,30689200,345889201,4139135591,5053405126,1154408843,11212410371,1,1992616474,10946630003,10148000000,1082753,76110019,76110019,60888019,2585130074,10011099737,7319484952,954244235,21802171306,1,1501437855,9825303286,8399581596,1671301,-328858944,-328858944,-328858944,ACT
TER2389,0.603025,SC,8.22739726,Male,20000000000,10,41,684150100,18117394000,2847729500,1,2341552800,1,19404340500,636078100,617551200,79900,-593559400,-595659400,-595659400,222810900,16844778000,2120582500,1,252979600,1,18954218800,749636300,727147000,52500,-337292600,-450121600,-450121600,66849447,16844778000,2120582538,1,240624000,1,18800749423,1,1,11945,-150512381,-153469461,-153469461,62849447,16844778000,2120582538,1,240624000,1,18789885985,1,1,1,-10863438,-10863438,-10863438,TER
TER0404,0.603025,LLC2,8.495890411,Male,6000000000,10,46,3222363500,26085056700,19479295100,2153937900,45188732200,1,7223709300,1.21E+11,1.18E+11,7373400,715281100,715281100,557919200,271974000,27737047200,28833450400,2133937900,53347651400,1,7980670200,1.61E+11,1.58E+11,11138400,954208400,954208400,763366700,446198987,12709189451,22115372114,2144642858,37162914013,1,2184637043,1.73E+11,1.73E+11,47663609,-5058851589,-5116122901,-5116122901,18088300,917660850,1,1,9960560503,1,-9022429079,33682855780,41713360969,941130,-8748790294,-8802714549,-8802714549,TER
TER0365,0.603025,LLC1,7.61369863,Male,100000000,3,82,1188739600,1,5993300,1,8724500,1,1186008400,263600000,1,1,69966400,69856200,69856200,1262084000,1,30366200,1,9343100,1,1283107100,327151500,1,1,99098600,97098600,97098600,1331261919,1,23643122,1,7787639,1,1347196999,303700000,1,344,69583399,67537278,64089875,428421915,1,1,1,1,1,430256691,126436364,1,1,-16940308,-16940308,-16940308,TER
TER1746,0.603025,LLC2,8.410958904,Female,25000000000,30,47,497249500,1099610400,25204024800,14139822100,28478946900,1,18663806600,10280228200,7340536300,430300,-1881160800,-1878406800,-1878406800,242765100,1188667300,26642751700,14612278400,29290664200,1,17839095200,9238058300,6658816400,31384200,-584037200,-582664500,-582664500,380457535,1382584132,26668420135,14612278462,30187612845,1,17258589347,6028754009,4032053052,181962,-595605856,-580505856,-580505856,177042712,2932347303,26886485633,14612278462,33093877974,1,15970228402,3636551102,2899545911,61583,-1315406445,-1288360945,-1288360945,TER
TER1754,0.603025,LLC1,7.895890411,Female,1000000000,3,46,32297100,990000000,1860000000,1,1,1,2973496300,2068882400,1669032600,287800,338643400,337643400,337643400,1026986300,1,1860000000,1,160800,1,2975788800,109668000,96469000,314200,3453300,2453300,2292400,1200697375,1,1705000000,1,136995,1,2978523786,160000000,155000000,3900,2871900,2871900,2734905,19490020,1,1705000000,1,500000000,1,1297453427,1,1,1,-26000000,-26000000,-26000000,TER
ACT2582,0.603025,LLC2,7.860273973,Male,1000000000,4,1,36498400,1,761862000,656250000,1,250000000,1204610400,5076067000,4811619700,1,32952200,32952200,29657000,72470700,1,761862000,641250000,1,250000000,1225582700,3475214400,3138401700,1,55332600,55332600,50629300,533703412,1,1,641250000,1,1,1174953412,3157000000,3054348000,1,-14801313,-14801313,-14801313,13187870,3493500,531225542,641250000,1,1,1189156912,3792000000,3645240000,1,16710000,16710000,14203500,ACT
ACT1431,0.603025,LLC1,7.854794521,Male,1000000000,5,46,127897700,873300600,1,1,19869700,1,981328600,754989700,682164800,163600,19761300,18361300,14409000,143893500,967438600,1,1,73791000,1,1037541100,842543200,676727600,81500,70265600,70265600,56212500,159569147,1046518667,1,1,93460839,1,1112626975,1419460699,1159038373,33145,93857253,93857253,75085802,177641642,1041374840,1,1,68837080,1,1150179402,616750681,480862611,34563,46940533,46940533,37552426,ACT
TER0437,0.603025,LLC2,7.17260274,Male,900000000,5,46,431704100,1,1,110614900,25213100,1,900349300,2354276300,2035950000,1,659800,659800,527800,1176459100,1,1,1,534512200,1,744369200,5877533000,5127670700,1548800,-116158200,-116158200,-116158200,1176206351,1,1,1,532724752,1,749914789,531434400,414400000,905000,5545585,5545585,5545585,1343211908,1,1,1,706448187,1,744754002,1784776000,1791162800,19126712,-5160787,-5160787,-5160787,TER
ACT1343,0.603025,SC,7.18630137,Female,25000000000,7,1,13914551900,1,1009103100,10000000000,5511800,1,25016047500,2051819900,2021760400,1,27059400,27059400,21647500,14049459400,1,1152608100,10000000000,104815000,1,25163070600,5343511000,5156732100,1,183778800,183778800,147023000,13974303020,1,1394006424,10000000000,127170163,1,25312160982,2706450904,2517088023,1,186362881,186362881,149090305,12733568832,1,3857843796,10000000000,1137594888,1,25719949639,6571772383,6059036563,1,509735820,509735820,407788656,ACT
ACT0999,0.603025,LLC1,6.536986301,Male,1000000000,4,42,54595600,1199237500,26835700,1464654400,652508700,1,2092814600,1409815600,990052400,1,-59986800,-132714100,-132714100,115513400,1375110800,767399400,1434654400,1559204700,1,2133473400,6344437800,6052325400,1,34566200,34566200,34566200,823840339,4904384107,278922978,2098654488,6131005689,1,2090107038,8922865994,7478925837,1,26990530,26990530,26990530,154355312,4828828365,1065118965,2198481760,6194419777,1,2196755256,19085874775,17749863541,1,64917495,64917495,64917495,ACT
TER1237,0.603025,LLC1,5.638356164,Female,2000000000,8,22,1291938900,360689000,634939400,1,12303300,1,2287415000,2218672600,1975585900,1,142016500,142016500,113613200,2098866600,1,474799900,1,137628600,1,2437715200,2807402100,2543381000,1,189318300,189318300,151454600,2163401158,123657635,237468330,1,22575190,1,2501951933,1450380820,1298820138,1,80295826,80295826,64236661,2287377299,214574634,1,1,1,1,2501951933,878738999,1081672798,1,-212133799,-212133799,-212133799,TER
TER1092,0.603025,LLC1,5.81369863,Female,400000000,5,10,247664000,1,82569000,1,1414000,1,328819000,134830000,122181000,1,-24351000,-24351000,-24351000,257697000,1,52767000,1,1275000,1,309189000,155960000,125302000,1,-19630000,-19630000,-19630000,237648000,1,48751000,1,1326000,1,285073000,140630000,111716000,1,-24116000,-24116000,-24116000,255821600,1,11126000,1,1248000,1,265699600,159090000,126996000,1,-19373400,-19373400,-19373400,TER
ACT1234,0.603025,LLC1,5.991780822,Male,1900000000,5,46,5008456200,-223289800,163561300,1,-781766900,1,5730494600,28248182000,23616731700,1,2042476800,2042476800,2042476800,4021006100,3893829500,206870400,1,352358300,1,7769347800,30424263700,25696025900,1,2038853200,2038853200,2038853200,4413716805,3802413286,374786464,1,2544904,1,8588371651,18127860400,16214369592,1,819023807,819023807,819023807,3579224033,6820718466,81785686,1,107109844,1,10374618341,20008854300,16905249626,1,1880259674,1880259674,1786246690,ACT
TER0134,0.603025,LLC2,5.501369863,Male,9000000000,3,46,6219452100,1,582606700,820231100,32445000,1,7640053800,1175206000,1518711600,30800,-975989700,-1006500200,-1006500200,6785654100,1,1,619411700,61540200,1,7385567500,2432617000,2015588900,17000,-254486200,-254486200,-254486200,6769713300,1,1,418592446,45560261,1,7184787325,140200000,134120000,9730,-200780224,-200780224,-200780224,6769713300,1,1,418592446,45560261,1,7184787325,1,1,1,1,1,1,TER
TER1030,0.603025,LLC2,5.079452055,Male,10000000000,2,46,8483869100,1,1652285800,612090900,1229952400,1,9581989900,3822971500,3789106300,1621700,-298979000,-298979000,-298979000,7763035200,1,1761649700,550881800,1328491000,1,8832599100,1636102000,1573997300,515400,-739460700,-749390700,-749390700,7783906147,4059636909,1604625064,489672717,4590042082,1,9362908946,15643885064,14122303213,1653338,530309781,530309781,530309781,6827244694,2329421381,1,1,139598095,1,9019917980,1639448934,1604625064,397142,-340366813,-342990966,-342990966,TER
TER0854,0.603025,LLC2,5.134246575,Male,1000000000,10,71,984964800,10414500,1,1,-642400,1,996021800,229744000,104145500,1,-3978100,-3978100,-3978100,792623000,193921400,1,1,-13543000,1,1000087500,105656900,1,57000,5082100,5082100,4065600,749293269,189761417,1,1,-23714331,1,962769017,42631000,1,40044,-37318506,-37318506,-37318506,749293269,189761417,1,1,-23714331,1,962769017,66914000,26632450,9832,40291382,40291382,39679302,TER
TER2440,0.603025,LLC1,4.301369863,Male,900000000,10,46,3614073500,128541300,2589688000,436363600,5907512300,158000000,980811500,7199807000,6664879500,113800,185904600,185904600,185904600,976754900,5594800,338750600,436363600,798288300,57200000,932019100,3386112000,3160702700,336700,-191120100,-48792300,-48792300,891645550,7990309,156647834,436363636,800000000,1,706621338,399182718,376956023,64853,-225397801,-225397801,-225397801,182131439,1083489,1,1,2500000,1,185396746,255147792,239606074,16784,-169860956,-521224592,-521224592,TER
ACT0981,0.603025,LLC2,4.931506849,Male,15000000000,10,41,14489033300,401027700,148956000,59305500,303306200,1,15017927000,1288482900,1059334600,116100,22408800,22408800,17927000,11453664300,2874627000,193109800,5613183400,2126000000,2856000000,15477315800,6229207100,4619779000,809500,642037400,539530100,539530100,7723641815,3112631028,214810770,8236929680,2637967500,2089200000,14885588863,5241746772,4275570121,896974,-15414083,-26226900,-26226900,105166536,5262510703,274419789,11870539587,2420000000,793000000,14935276740,4446211686,3302818099,476641,72023288,72097783,72097783,ACT
TER0833,0.603025,LLC1,4.268493151,Male,1000000000,8,50,936428700,154668800,1,1,84123700,1,1006973800,2063244000,1969088700,211500,6973800,6973800,6973800,324722600,8271000300,42410238800,1,50004795700,1,1016642000,26498819200,26342871400,262400,10117800,10117800,10117800,1042610654,1,1,1,5718470,1,1039130730,92194437730,91968186752,120083,78592351,78592351,62873881,1043437820,1,1,1,1,1,1067592462,36461800000,36387100000,54893,37855743,37855743,30284594,TER
